"AreaCode","AreaName","Date","TotalCases"
"S08000016","Borders","2020-09-23T00:00:00Z","478"
"S08000017","Dumfries and Galloway","2020-09-23T00:00:00Z","360"
"S08000029","Fife","2020-09-23T00:00:00Z","1165"
"S08000019","Forth Valley","2020-09-23T00:00:00Z","1336"
"S08000020","Grampian","2020-09-23T00:00:00Z","2140"
"S08000031","Greater Glasgow and Clyde","2020-09-23T00:00:00Z","7554"
"S08000022","Highland","2020-09-23T00:00:00Z","574"
"S08000032","Lanarkshire","2020-09-23T00:00:00Z","3898"
"S08000024","Lothian","2020-09-23T00:00:00Z","4052"
"S08000025","Orkney","2020-09-23T00:00:00Z","19"
"S08000026","Shetland","2020-09-23T00:00:00Z","60"
"S08000030","Tayside","2020-09-23T00:00:00Z","2294"
"S08000028","Western Isles","2020-09-23T00:00:00Z","10"
"S08000015","Ayrshire and Arran","2020-09-22T00:00:00Z","1542"
"S08000016","Borders","2020-09-22T00:00:00Z","473"
"S08000017","Dumfries and Galloway","2020-09-22T00:00:00Z","356"
"S08000029","Fife","2020-09-22T00:00:00Z","1142"
"S08000019","Forth Valley","2020-09-22T00:00:00Z","1324"
"S08000020","Grampian","2020-09-22T00:00:00Z","2121"
"S08000031","Greater Glasgow and Clyde","2020-09-22T00:00:00Z","7330"
"S08000022","Highland","2020-09-22T00:00:00Z","566"
"S08000032","Lanarkshire","2020-09-22T00:00:00Z","3791"
"S08000024","Lothian","2020-09-22T00:00:00Z","3995"
"S08000025","Orkney","2020-09-22T00:00:00Z","19"
"S08000026","Shetland","2020-09-22T00:00:00Z","60"
"S08000030","Tayside","2020-09-22T00:00:00Z","2280"
"S08000028","Western Isles","2020-09-22T00:00:00Z","10"
"S08000015","Ayrshire and Arran","2020-09-21T00:00:00Z","1535"
"S08000016","Borders","2020-09-21T00:00:00Z","473"
"S08000017","Dumfries and Galloway","2020-09-21T00:00:00Z","354"
"S08000029","Fife","2020-09-21T00:00:00Z","1128"
"S08000019","Forth Valley","2020-09-21T00:00:00Z","1309"
"S08000020","Grampian","2020-09-21T00:00:00Z","2114"
"S08000031","Greater Glasgow and Clyde","2020-09-21T00:00:00Z","7149"
"S08000022","Highland","2020-09-21T00:00:00Z","559"
"S08000032","Lanarkshire","2020-09-21T00:00:00Z","3699"
"S08000024","Lothian","2020-09-21T00:00:00Z","3944"
"S08000025","Orkney","2020-09-21T00:00:00Z","19"
"S08000026","Shetland","2020-09-21T00:00:00Z","60"
"S08000030","Tayside","2020-09-21T00:00:00Z","2273"
"S08000028","Western Isles","2020-09-21T00:00:00Z","10"
"S08000015","Ayrshire and Arran","2020-09-20T00:00:00Z","1528"
"S08000016","Borders","2020-09-20T00:00:00Z","465"
"S08000017","Dumfries and Galloway","2020-09-20T00:00:00Z","350"
"S08000029","Fife","2020-09-20T00:00:00Z","1114"
"S08000019","Forth Valley","2020-09-20T00:00:00Z","1293"
"S08000020","Grampian","2020-09-20T00:00:00Z","2098"
"S08000031","Greater Glasgow and Clyde","2020-09-20T00:00:00Z","7046"
"S08000022","Highland","2020-09-20T00:00:00Z","557"
"S08000032","Lanarkshire","2020-09-20T00:00:00Z","3652"
"S08000024","Lothian","2020-09-20T00:00:00Z","3914"
"S08000025","Orkney","2020-09-20T00:00:00Z","19"
"S08000026","Shetland","2020-09-20T00:00:00Z","60"
"S08000030","Tayside","2020-09-20T00:00:00Z","2265"
"S08000028","Western Isles","2020-09-20T00:00:00Z","10"
"S08000015","Ayrshire and Arran","2020-09-19T00:00:00Z","1527"
"S08000016","Borders","2020-09-19T00:00:00Z","460"
"S08000017","Dumfries and Galloway","2020-09-19T00:00:00Z","346"
"S08000029","Fife","2020-09-19T00:00:00Z","1091"
"S08000019","Forth Valley","2020-09-19T00:00:00Z","1281"
"S08000020","Grampian","2020-09-19T00:00:00Z","2078"
"S08000031","Greater Glasgow and Clyde","2020-09-19T00:00:00Z","6986"
"S08000022","Highland","2020-09-19T00:00:00Z","549"
"S08000032","Lanarkshire","2020-09-19T00:00:00Z","3603"
"S08000024","Lothian","2020-09-19T00:00:00Z","3861"
"S08000025","Orkney","2020-09-19T00:00:00Z","19"
"S08000026","Shetland","2020-09-19T00:00:00Z","60"
"S08000030","Tayside","2020-09-19T00:00:00Z","2255"
"S08000028","Western Isles","2020-09-19T00:00:00Z","10"
"S08000015","Ayrshire and Arran","2020-09-18T00:00:00Z","1514"
"S08000016","Borders","2020-09-18T00:00:00Z","447"
"S08000017","Dumfries and Galloway","2020-09-18T00:00:00Z","343"
"S08000029","Fife","2020-09-18T00:00:00Z","1070"
"S08000019","Forth Valley","2020-09-18T00:00:00Z","1273"
"S08000020","Grampian","2020-09-18T00:00:00Z","2065"
"S08000031","Greater Glasgow and Clyde","2020-09-18T00:00:00Z","6870"
"S08000022","Highland","2020-09-18T00:00:00Z","535"
"S08000032","Lanarkshire","2020-09-18T00:00:00Z","3547"
"S08000024","Lothian","2020-09-18T00:00:00Z","3781"
"S08000025","Orkney","2020-09-18T00:00:00Z","17"
"S08000026","Shetland","2020-09-18T00:00:00Z","57"
"S08000030","Tayside","2020-09-18T00:00:00Z","2247"
"S08000028","Western Isles","2020-09-18T00:00:00Z","10"
"S08000015","Ayrshire and Arran","2020-09-17T00:00:00Z","1506"
"S08000016","Borders","2020-09-17T00:00:00Z","433"
"S08000017","Dumfries and Galloway","2020-09-17T00:00:00Z","341"
"S08000029","Fife","2020-09-17T00:00:00Z","1063"
"S08000019","Forth Valley","2020-09-17T00:00:00Z","1263"
"S08000020","Grampian","2020-09-17T00:00:00Z","2055"
"S08000031","Greater Glasgow and Clyde","2020-09-17T00:00:00Z","6801"
"S08000022","Highland","2020-09-17T00:00:00Z","525"
"S08000032","Lanarkshire","2020-09-17T00:00:00Z","3518"
"S08000024","Lothian","2020-09-17T00:00:00Z","3751"
"S08000025","Orkney","2020-09-17T00:00:00Z","17"
"S08000026","Shetland","2020-09-17T00:00:00Z","57"
"S08000030","Tayside","2020-09-17T00:00:00Z","2233"
"S08000028","Western Isles","2020-09-17T00:00:00Z","10"
"S08000015","Ayrshire and Arran","2020-09-16T00:00:00Z","1492"
"S08000016","Borders","2020-09-16T00:00:00Z","424"
"S08000017","Dumfries and Galloway","2020-09-16T00:00:00Z","340"
"S08000029","Fife","2020-09-16T00:00:00Z","1052"
"S08000019","Forth Valley","2020-09-16T00:00:00Z","1254"
"S08000020","Grampian","2020-09-16T00:00:00Z","2042"
"S08000031","Greater Glasgow and Clyde","2020-09-16T00:00:00Z","6689"
"S08000022","Highland","2020-09-16T00:00:00Z","512"
"S08000032","Lanarkshire","2020-09-16T00:00:00Z","3466"
"S08000024","Lothian","2020-09-16T00:00:00Z","3704"
"S08000025","Orkney","2020-09-16T00:00:00Z","17"
"S08000026","Shetland","2020-09-16T00:00:00Z","57"
"S08000030","Tayside","2020-09-16T00:00:00Z","2225"
"S08000028","Western Isles","2020-09-16T00:00:00Z","9"
"S08000015","Ayrshire and Arran","2020-09-15T00:00:00Z","1483"
"S08000016","Borders","2020-09-15T00:00:00Z","420"
"S08000017","Dumfries and Galloway","2020-09-15T00:00:00Z","333"
"S08000029","Fife","2020-09-15T00:00:00Z","1049"
"S08000019","Forth Valley","2020-09-15T00:00:00Z","1239"
"S08000020","Grampian","2020-09-15T00:00:00Z","2026"
"S08000031","Greater Glasgow and Clyde","2020-09-15T00:00:00Z","6584"
"S08000022","Highland","2020-09-15T00:00:00Z","501"
"S08000032","Lanarkshire","2020-09-15T00:00:00Z","3426"
"S08000024","Lothian","2020-09-15T00:00:00Z","3659"
"S08000025","Orkney","2020-09-15T00:00:00Z","17"
"S08000026","Shetland","2020-09-15T00:00:00Z","57"
"S08000030","Tayside","2020-09-15T00:00:00Z","2213"
"S08000028","Western Isles","2020-09-15T00:00:00Z","9"
"S08000015","Ayrshire and Arran","2020-09-14T00:00:00Z","1470"
"S08000016","Borders","2020-09-14T00:00:00Z","415"
"S08000017","Dumfries and Galloway","2020-09-14T00:00:00Z","331"
"S08000029","Fife","2020-09-14T00:00:00Z","1044"
"S08000019","Forth Valley","2020-09-14T00:00:00Z","1230"
"S08000020","Grampian","2020-09-14T00:00:00Z","2017"
"S08000031","Greater Glasgow and Clyde","2020-09-14T00:00:00Z","6483"
"S08000022","Highland","2020-09-14T00:00:00Z","494"
"S08000032","Lanarkshire","2020-09-14T00:00:00Z","3367"
"S08000024","Lothian","2020-09-14T00:00:00Z","3606"
"S08000025","Orkney","2020-09-14T00:00:00Z","17"
"S08000026","Shetland","2020-09-14T00:00:00Z","57"
"S08000030","Tayside","2020-09-14T00:00:00Z","2209"
"S08000028","Western Isles","2020-09-14T00:00:00Z","9"
"S08000015","Ayrshire and Arran","2020-09-13T00:00:00Z","1460"
"S08000016","Borders","2020-09-13T00:00:00Z","413"
"S08000017","Dumfries and Galloway","2020-09-13T00:00:00Z","330"
"S08000029","Fife","2020-09-13T00:00:00Z","1042"
"S08000019","Forth Valley","2020-09-13T00:00:00Z","1228"
"S08000020","Grampian","2020-09-13T00:00:00Z","2011"
"S08000031","Greater Glasgow and Clyde","2020-09-13T00:00:00Z","6456"
"S08000022","Highland","2020-09-13T00:00:00Z","489"
"S08000032","Lanarkshire","2020-09-13T00:00:00Z","3359"
"S08000024","Lothian","2020-09-13T00:00:00Z","3600"
"S08000025","Orkney","2020-09-13T00:00:00Z","17"
"S08000026","Shetland","2020-09-13T00:00:00Z","57"
"S08000030","Tayside","2020-09-13T00:00:00Z","2208"
"S08000028","Western Isles","2020-09-13T00:00:00Z","9"
"S08000015","Ayrshire and Arran","2020-09-12T00:00:00Z","1449"
"S08000016","Borders","2020-09-12T00:00:00Z","401"
"S08000017","Dumfries and Galloway","2020-09-12T00:00:00Z","329"
"S08000029","Fife","2020-09-12T00:00:00Z","1038"
"S08000019","Forth Valley","2020-09-12T00:00:00Z","1224"
"S08000020","Grampian","2020-09-12T00:00:00Z","2003"
"S08000031","Greater Glasgow and Clyde","2020-09-12T00:00:00Z","6352"
"S08000022","Highland","2020-09-12T00:00:00Z","481"
"S08000032","Lanarkshire","2020-09-12T00:00:00Z","3297"
"S08000024","Lothian","2020-09-12T00:00:00Z","3575"
"S08000025","Orkney","2020-09-12T00:00:00Z","17"
"S08000026","Shetland","2020-09-12T00:00:00Z","57"
"S08000030","Tayside","2020-09-12T00:00:00Z","2203"
"S08000028","Western Isles","2020-09-12T00:00:00Z","9"
"S08000015","Ayrshire and Arran","2020-09-11T00:00:00Z","1445"
"S08000016","Borders","2020-09-11T00:00:00Z","395"
"S08000017","Dumfries and Galloway","2020-09-11T00:00:00Z","326"
"S08000029","Fife","2020-09-11T00:00:00Z","1033"
"S08000019","Forth Valley","2020-09-11T00:00:00Z","1223"
"S08000020","Grampian","2020-09-11T00:00:00Z","1998"
"S08000031","Greater Glasgow and Clyde","2020-09-11T00:00:00Z","6246"
"S08000022","Highland","2020-09-11T00:00:00Z","477"
"S08000032","Lanarkshire","2020-09-11T00:00:00Z","3249"
"S08000024","Lothian","2020-09-11T00:00:00Z","3540"
"S08000025","Orkney","2020-09-11T00:00:00Z","17"
"S08000026","Shetland","2020-09-11T00:00:00Z","57"
"S08000030","Tayside","2020-09-11T00:00:00Z","2199"
"S08000028","Western Isles","2020-09-11T00:00:00Z","9"
"S08000015","Ayrshire and Arran","2020-09-10T00:00:00Z","1433"
"S08000016","Borders","2020-09-10T00:00:00Z","393"
"S08000017","Dumfries and Galloway","2020-09-10T00:00:00Z","326"
"S08000029","Fife","2020-09-10T00:00:00Z","1030"
"S08000019","Forth Valley","2020-09-10T00:00:00Z","1216"
"S08000020","Grampian","2020-09-10T00:00:00Z","1996"
"S08000031","Greater Glasgow and Clyde","2020-09-10T00:00:00Z","6166"
"S08000022","Highland","2020-09-10T00:00:00Z","473"
"S08000032","Lanarkshire","2020-09-10T00:00:00Z","3210"
"S08000024","Lothian","2020-09-10T00:00:00Z","3516"
"S08000025","Orkney","2020-09-10T00:00:00Z","17"
"S08000026","Shetland","2020-09-10T00:00:00Z","57"
"S08000030","Tayside","2020-09-10T00:00:00Z","2197"
"S08000028","Western Isles","2020-09-10T00:00:00Z","9"
"S08000015","Ayrshire and Arran","2020-09-09T00:00:00Z","1425"
"S08000016","Borders","2020-09-09T00:00:00Z","389"
"S08000017","Dumfries and Galloway","2020-09-09T00:00:00Z","323"
"S08000029","Fife","2020-09-09T00:00:00Z","1025"
"S08000019","Forth Valley","2020-09-09T00:00:00Z","1213"
"S08000020","Grampian","2020-09-09T00:00:00Z","1991"
"S08000031","Greater Glasgow and Clyde","2020-09-09T00:00:00Z","6101"
"S08000022","Highland","2020-09-09T00:00:00Z","470"
"S08000032","Lanarkshire","2020-09-09T00:00:00Z","3164"
"S08000024","Lothian","2020-09-09T00:00:00Z","3504"
"S08000025","Orkney","2020-09-09T00:00:00Z","17"
"S08000026","Shetland","2020-09-09T00:00:00Z","56"
"S08000030","Tayside","2020-09-09T00:00:00Z","2191"
"S08000028","Western Isles","2020-09-09T00:00:00Z","9"
"S08000015","Ayrshire and Arran","2020-09-08T00:00:00Z","1416"
"S08000016","Borders","2020-09-08T00:00:00Z","386"
"S08000017","Dumfries and Galloway","2020-09-08T00:00:00Z","322"
"S08000029","Fife","2020-09-08T00:00:00Z","1018"
"S08000019","Forth Valley","2020-09-08T00:00:00Z","1203"
"S08000020","Grampian","2020-09-08T00:00:00Z","1983"
"S08000031","Greater Glasgow and Clyde","2020-09-08T00:00:00Z","6038"
"S08000022","Highland","2020-09-08T00:00:00Z","467"
"S08000032","Lanarkshire","2020-09-08T00:00:00Z","3145"
"S08000024","Lothian","2020-09-08T00:00:00Z","3475"
"S08000025","Orkney","2020-09-08T00:00:00Z","17"
"S08000026","Shetland","2020-09-08T00:00:00Z","56"
"S08000030","Tayside","2020-09-08T00:00:00Z","2184"
"S08000028","Western Isles","2020-09-08T00:00:00Z","9"
"S08000015","Ayrshire and Arran","2020-09-07T00:00:00Z","1408"
"S08000016","Borders","2020-09-07T00:00:00Z","384"
"S08000017","Dumfries and Galloway","2020-09-07T00:00:00Z","318"
"S08000029","Fife","2020-09-07T00:00:00Z","1016"
"S08000019","Forth Valley","2020-09-07T00:00:00Z","1195"
"S08000020","Grampian","2020-09-07T00:00:00Z","1978"
"S08000031","Greater Glasgow and Clyde","2020-09-07T00:00:00Z","5947"
"S08000022","Highland","2020-09-07T00:00:00Z","463"
"S08000032","Lanarkshire","2020-09-07T00:00:00Z","3113"
"S08000024","Lothian","2020-09-07T00:00:00Z","3459"
"S08000025","Orkney","2020-09-07T00:00:00Z","17"
"S08000026","Shetland","2020-09-07T00:00:00Z","56"
"S08000030","Tayside","2020-09-07T00:00:00Z","2180"
"S08000028","Western Isles","2020-09-07T00:00:00Z","9"
"S08000015","Ayrshire and Arran","2020-09-06T00:00:00Z","1399"
"S08000016","Borders","2020-09-06T00:00:00Z","383"
"S08000017","Dumfries and Galloway","2020-09-06T00:00:00Z","318"
"S08000029","Fife","2020-09-06T00:00:00Z","1014"
"S08000019","Forth Valley","2020-09-06T00:00:00Z","1192"
"S08000020","Grampian","2020-09-06T00:00:00Z","1970"
"S08000031","Greater Glasgow and Clyde","2020-09-06T00:00:00Z","5869"
"S08000022","Highland","2020-09-06T00:00:00Z","457"
"S08000032","Lanarkshire","2020-09-06T00:00:00Z","3094"
"S08000024","Lothian","2020-09-06T00:00:00Z","3446"
"S08000025","Orkney","2020-09-06T00:00:00Z","17"
"S08000026","Shetland","2020-09-06T00:00:00Z","56"
"S08000030","Tayside","2020-09-06T00:00:00Z","2173"
"S08000028","Western Isles","2020-09-06T00:00:00Z","9"
"S08000015","Ayrshire and Arran","2020-09-05T00:00:00Z","1388"
"S08000016","Borders","2020-09-05T00:00:00Z","379"
"S08000017","Dumfries and Galloway","2020-09-05T00:00:00Z","315"
"S08000029","Fife","2020-09-05T00:00:00Z","1006"
"S08000019","Forth Valley","2020-09-05T00:00:00Z","1178"
"S08000020","Grampian","2020-09-05T00:00:00Z","1956"
"S08000031","Greater Glasgow and Clyde","2020-09-05T00:00:00Z","5777"
"S08000022","Highland","2020-09-05T00:00:00Z","451"
"S08000032","Lanarkshire","2020-09-05T00:00:00Z","3064"
"S08000024","Lothian","2020-09-05T00:00:00Z","3428"
"S08000025","Orkney","2020-09-05T00:00:00Z","17"
"S08000026","Shetland","2020-09-05T00:00:00Z","56"
"S08000030","Tayside","2020-09-05T00:00:00Z","2165"
"S08000028","Western Isles","2020-09-05T00:00:00Z","9"
"S08000015","Ayrshire and Arran","2020-09-04T00:00:00Z","1381"
"S08000016","Borders","2020-09-04T00:00:00Z","378"
"S08000017","Dumfries and Galloway","2020-09-04T00:00:00Z","314"
"S08000029","Fife","2020-09-04T00:00:00Z","1006"
"S08000019","Forth Valley","2020-09-04T00:00:00Z","1164"
"S08000020","Grampian","2020-09-04T00:00:00Z","1954"
"S08000031","Greater Glasgow and Clyde","2020-09-04T00:00:00Z","5709"
"S08000022","Highland","2020-09-04T00:00:00Z","445"
"S08000032","Lanarkshire","2020-09-04T00:00:00Z","3044"
"S08000024","Lothian","2020-09-04T00:00:00Z","3414"
"S08000025","Orkney","2020-09-04T00:00:00Z","17"
"S08000026","Shetland","2020-09-04T00:00:00Z","56"
"S08000030","Tayside","2020-09-04T00:00:00Z","2157"
"S08000028","Western Isles","2020-09-04T00:00:00Z","9"
"S08000015","Ayrshire and Arran","2020-09-03T00:00:00Z","1371"
"S08000016","Borders","2020-09-03T00:00:00Z","375"
"S08000017","Dumfries and Galloway","2020-09-03T00:00:00Z","314"
"S08000029","Fife","2020-09-03T00:00:00Z","1000"
"S08000019","Forth Valley","2020-09-03T00:00:00Z","1157"
"S08000020","Grampian","2020-09-03T00:00:00Z","1948"
"S08000031","Greater Glasgow and Clyde","2020-09-03T00:00:00Z","5636"
"S08000022","Highland","2020-09-03T00:00:00Z","432"
"S08000032","Lanarkshire","2020-09-03T00:00:00Z","3028"
"S08000024","Lothian","2020-09-03T00:00:00Z","3397"
"S08000025","Orkney","2020-09-03T00:00:00Z","17"
"S08000026","Shetland","2020-09-03T00:00:00Z","56"
"S08000030","Tayside","2020-09-03T00:00:00Z","2151"
"S08000028","Western Isles","2020-09-03T00:00:00Z","7"
"S08000015","Ayrshire and Arran","2020-09-02T00:00:00Z","1365"
"S08000016","Borders","2020-09-02T00:00:00Z","373"
"S08000017","Dumfries and Galloway","2020-09-02T00:00:00Z","314"
"S08000029","Fife","2020-09-02T00:00:00Z","1000"
"S08000019","Forth Valley","2020-09-02T00:00:00Z","1156"
"S08000020","Grampian","2020-09-02T00:00:00Z","1942"
"S08000031","Greater Glasgow and Clyde","2020-09-02T00:00:00Z","5583"
"S08000022","Highland","2020-09-02T00:00:00Z","421"
"S08000032","Lanarkshire","2020-09-02T00:00:00Z","3013"
"S08000024","Lothian","2020-09-02T00:00:00Z","3394"
"S08000025","Orkney","2020-09-02T00:00:00Z","17"
"S08000026","Shetland","2020-09-02T00:00:00Z","56"
"S08000030","Tayside","2020-09-02T00:00:00Z","2147"
"S08000028","Western Isles","2020-09-02T00:00:00Z","7"
"S08000015","Ayrshire and Arran","2020-09-01T00:00:00Z","1359"
"S08000016","Borders","2020-09-01T00:00:00Z","372"
"S08000017","Dumfries and Galloway","2020-09-01T00:00:00Z","314"
"S08000029","Fife","2020-09-01T00:00:00Z","997"
"S08000019","Forth Valley","2020-09-01T00:00:00Z","1149"
"S08000020","Grampian","2020-09-01T00:00:00Z","1939"
"S08000031","Greater Glasgow and Clyde","2020-09-01T00:00:00Z","5497"
"S08000022","Highland","2020-09-01T00:00:00Z","417"
"S08000032","Lanarkshire","2020-09-01T00:00:00Z","2987"
"S08000024","Lothian","2020-09-01T00:00:00Z","3378"
"S08000025","Orkney","2020-09-01T00:00:00Z","17"
"S08000026","Shetland","2020-09-01T00:00:00Z","56"
"S08000030","Tayside","2020-09-01T00:00:00Z","2143"
"S08000028","Western Isles","2020-09-01T00:00:00Z","7"
"S08000015","Ayrshire and Arran","2020-08-31T00:00:00Z","1348"
"S08000016","Borders","2020-08-31T00:00:00Z","370"
"S08000017","Dumfries and Galloway","2020-08-31T00:00:00Z","313"
"S08000029","Fife","2020-08-31T00:00:00Z","993"
"S08000019","Forth Valley","2020-08-31T00:00:00Z","1142"
"S08000020","Grampian","2020-08-31T00:00:00Z","1937"
"S08000031","Greater Glasgow and Clyde","2020-08-31T00:00:00Z","5431"
"S08000022","Highland","2020-08-31T00:00:00Z","411"
"S08000032","Lanarkshire","2020-08-31T00:00:00Z","2960"
"S08000024","Lothian","2020-08-31T00:00:00Z","3360"
"S08000025","Orkney","2020-08-31T00:00:00Z","17"
"S08000026","Shetland","2020-08-31T00:00:00Z","56"
"S08000030","Tayside","2020-08-31T00:00:00Z","2133"
"S08000028","Western Isles","2020-08-31T00:00:00Z","7"
"S08000015","Ayrshire and Arran","2020-08-30T00:00:00Z","1340"
"S08000016","Borders","2020-08-30T00:00:00Z","367"
"S08000017","Dumfries and Galloway","2020-08-30T00:00:00Z","313"
"S08000029","Fife","2020-08-30T00:00:00Z","989"
"S08000019","Forth Valley","2020-08-30T00:00:00Z","1133"
"S08000020","Grampian","2020-08-30T00:00:00Z","1933"
"S08000031","Greater Glasgow and Clyde","2020-08-30T00:00:00Z","5362"
"S08000022","Highland","2020-08-30T00:00:00Z","408"
"S08000032","Lanarkshire","2020-08-30T00:00:00Z","2933"
"S08000024","Lothian","2020-08-30T00:00:00Z","3342"
"S08000025","Orkney","2020-08-30T00:00:00Z","16"
"S08000026","Shetland","2020-08-30T00:00:00Z","56"
"S08000030","Tayside","2020-08-30T00:00:00Z","2119"
"S08000028","Western Isles","2020-08-30T00:00:00Z","7"
"S08000015","Ayrshire and Arran","2020-08-29T00:00:00Z","1324"
"S08000016","Borders","2020-08-29T00:00:00Z","366"
"S08000017","Dumfries and Galloway","2020-08-29T00:00:00Z","312"
"S08000029","Fife","2020-08-29T00:00:00Z","985"
"S08000019","Forth Valley","2020-08-29T00:00:00Z","1126"
"S08000020","Grampian","2020-08-29T00:00:00Z","1927"
"S08000031","Greater Glasgow and Clyde","2020-08-29T00:00:00Z","5323"
"S08000022","Highland","2020-08-29T00:00:00Z","407"
"S08000032","Lanarkshire","2020-08-29T00:00:00Z","2907"
"S08000024","Lothian","2020-08-29T00:00:00Z","3327"
"S08000025","Orkney","2020-08-29T00:00:00Z","16"
"S08000026","Shetland","2020-08-29T00:00:00Z","56"
"S08000030","Tayside","2020-08-29T00:00:00Z","2112"
"S08000028","Western Isles","2020-08-29T00:00:00Z","7"
"S08000015","Ayrshire and Arran","2020-08-28T00:00:00Z","1314"
"S08000016","Borders","2020-08-28T00:00:00Z","364"
"S08000017","Dumfries and Galloway","2020-08-28T00:00:00Z","312"
"S08000029","Fife","2020-08-28T00:00:00Z","982"
"S08000019","Forth Valley","2020-08-28T00:00:00Z","1123"
"S08000020","Grampian","2020-08-28T00:00:00Z","1921"
"S08000031","Greater Glasgow and Clyde","2020-08-28T00:00:00Z","5287"
"S08000022","Highland","2020-08-28T00:00:00Z","403"
"S08000032","Lanarkshire","2020-08-28T00:00:00Z","2900"
"S08000024","Lothian","2020-08-28T00:00:00Z","3321"
"S08000025","Orkney","2020-08-28T00:00:00Z","16"
"S08000026","Shetland","2020-08-28T00:00:00Z","56"
"S08000030","Tayside","2020-08-28T00:00:00Z","2101"
"S08000028","Western Isles","2020-08-28T00:00:00Z","7"
"S08000015","Ayrshire and Arran","2020-08-27T00:00:00Z","1310"
"S08000016","Borders","2020-08-27T00:00:00Z","360"
"S08000017","Dumfries and Galloway","2020-08-27T00:00:00Z","311"
"S08000029","Fife","2020-08-27T00:00:00Z","980"
"S08000019","Forth Valley","2020-08-27T00:00:00Z","1120"
"S08000020","Grampian","2020-08-27T00:00:00Z","1919"
"S08000031","Greater Glasgow and Clyde","2020-08-27T00:00:00Z","5273"
"S08000022","Highland","2020-08-27T00:00:00Z","403"
"S08000032","Lanarkshire","2020-08-27T00:00:00Z","2897"
"S08000024","Lothian","2020-08-27T00:00:00Z","3313"
"S08000025","Orkney","2020-08-27T00:00:00Z","16"
"S08000026","Shetland","2020-08-27T00:00:00Z","56"
"S08000030","Tayside","2020-08-27T00:00:00Z","2091"
"S08000028","Western Isles","2020-08-27T00:00:00Z","7"
"S08000015","Ayrshire and Arran","2020-08-26T00:00:00Z","1308"
"S08000016","Borders","2020-08-26T00:00:00Z","359"
"S08000017","Dumfries and Galloway","2020-08-26T00:00:00Z","310"
"S08000029","Fife","2020-08-26T00:00:00Z","979"
"S08000019","Forth Valley","2020-08-26T00:00:00Z","1118"
"S08000020","Grampian","2020-08-26T00:00:00Z","1910"
"S08000031","Greater Glasgow and Clyde","2020-08-26T00:00:00Z","5252"
"S08000022","Highland","2020-08-26T00:00:00Z","402"
"S08000032","Lanarkshire","2020-08-26T00:00:00Z","2889"
"S08000024","Lothian","2020-08-26T00:00:00Z","3306"
"S08000025","Orkney","2020-08-26T00:00:00Z","16"
"S08000026","Shetland","2020-08-26T00:00:00Z","56"
"S08000030","Tayside","2020-08-26T00:00:00Z","2076"
"S08000028","Western Isles","2020-08-26T00:00:00Z","7"
"S08000015","Ayrshire and Arran","2020-08-25T00:00:00Z","1306"
"S08000016","Borders","2020-08-25T00:00:00Z","356"
"S08000017","Dumfries and Galloway","2020-08-25T00:00:00Z","309"
"S08000029","Fife","2020-08-25T00:00:00Z","978"
"S08000019","Forth Valley","2020-08-25T00:00:00Z","1118"
"S08000020","Grampian","2020-08-25T00:00:00Z","1905"
"S08000031","Greater Glasgow and Clyde","2020-08-25T00:00:00Z","5237"
"S08000022","Highland","2020-08-25T00:00:00Z","401"
"S08000032","Lanarkshire","2020-08-25T00:00:00Z","2881"
"S08000024","Lothian","2020-08-25T00:00:00Z","3291"
"S08000025","Orkney","2020-08-25T00:00:00Z","16"
"S08000026","Shetland","2020-08-25T00:00:00Z","56"
"S08000030","Tayside","2020-08-25T00:00:00Z","2060"
"S08000028","Western Isles","2020-08-25T00:00:00Z","7"
"S08000015","Ayrshire and Arran","2020-08-24T00:00:00Z","1304"
"S08000016","Borders","2020-08-24T00:00:00Z","355"
"S08000017","Dumfries and Galloway","2020-08-24T00:00:00Z","309"
"S08000029","Fife","2020-08-24T00:00:00Z","978"
"S08000019","Forth Valley","2020-08-24T00:00:00Z","1117"
"S08000020","Grampian","2020-08-24T00:00:00Z","1899"
"S08000031","Greater Glasgow and Clyde","2020-08-24T00:00:00Z","5225"
"S08000022","Highland","2020-08-24T00:00:00Z","399"
"S08000032","Lanarkshire","2020-08-24T00:00:00Z","2876"
"S08000024","Lothian","2020-08-24T00:00:00Z","3283"
"S08000025","Orkney","2020-08-24T00:00:00Z","16"
"S08000026","Shetland","2020-08-24T00:00:00Z","56"
"S08000030","Tayside","2020-08-24T00:00:00Z","2053"
"S08000028","Western Isles","2020-08-24T00:00:00Z","7"
"S08000015","Ayrshire and Arran","2020-08-23T00:00:00Z","1302"
"S08000016","Borders","2020-08-23T00:00:00Z","353"
"S08000017","Dumfries and Galloway","2020-08-23T00:00:00Z","309"
"S08000029","Fife","2020-08-23T00:00:00Z","977"
"S08000019","Forth Valley","2020-08-23T00:00:00Z","1114"
"S08000020","Grampian","2020-08-23T00:00:00Z","1894"
"S08000031","Greater Glasgow and Clyde","2020-08-23T00:00:00Z","5210"
"S08000022","Highland","2020-08-23T00:00:00Z","399"
"S08000032","Lanarkshire","2020-08-23T00:00:00Z","2859"
"S08000024","Lothian","2020-08-23T00:00:00Z","3276"
"S08000025","Orkney","2020-08-23T00:00:00Z","16"
"S08000026","Shetland","2020-08-23T00:00:00Z","56"
"S08000030","Tayside","2020-08-23T00:00:00Z","2039"
"S08000028","Western Isles","2020-08-23T00:00:00Z","7"
